x,y,psi,kappa,v
5.2867,10.645,-2.1628,5.3646,2.5936
5.2846,10.6421,-2.1815,4.675,2.5946
5.2824,10.6391,-2.1986,4.0952,2.5955
5.2801,10.6359,-2.2143,3.605,2.5965
5.2776,10.6327,-2.2287,3.188,2.5975
5.275,10.6294,-2.2419,2.8315,2.5984
5.2722,10.626,-2.2542,2.5252,2.5994
5.2692,10.6225,-2.2655,2.2607,2.6004
5.2662,10.6188,-2.2761,2.0312,2.6014
5.2629,10.6151,-2.2859,1.8312,2.6024
5.2596,10.6113,-2.295,1.6562,2.6034
5.2561,10.6074,-2.3036,1.5025,2.6043
5.2524,10.6034,-2.3116,1.367,2.605
5.2486,10.5993,-2.3192,1.2472,2.6056
5.2446,10.5951,-2.3263,1.1407,2.6059
5.2405,10.5908,-2.3329,1.0459,2.6057
5.2363,10.5864,-2.3392,0.9612,2.6049
5.2319,10.5819,-2.3452,0.8853,2.6035
5.2273,10.5773,-2.3508,0.4086,2.6011
5.2227,10.5727,-2.3562,0.4086,2.579
5.2181,10.5681,-2.3508,0.8853,2.5566
5.2137,10.5636,-2.3452,0.9612,2.5538
5.2095,10.5592,-2.3392,1.0459,2.5518
5.2054,10.5549,-2.3329,1.1407,2.5505
5.2014,10.5507,-2.3263,1.2472,2.5498
5.1976,10.5466,-2.3192,1.367,2.5495
5.1939,10.5426,-2.3116,1.5025,2.5495
5.1904,10.5387,-2.3036,1.6562,2.5497
5.1871,10.5349,-2.295,1.8312,2.55
5.1838,10.5312,-2.2859,2.0312,2.5504
5.1808,10.5275,-2.2761,2.2607,2.5509
5.1778,10.524,-2.2655,2.5252,2.5514
5.175,10.5206,-2.2542,2.8315,2.5519
5.1724,10.5173,-2.2419,3.188,2.5525
5.1699,10.5141,-2.2287,3.605,2.553
5.1676,10.5109,-2.2143,4.0952,2.5535
5.1654,10.5079,-2.1986,4.675,2.5541
5.1633,10.505,-2.1815,5.3646,2.5546
5.1614,10.5021,-2.1628,6.1899,2.5552
5.1597,10.4994,-2.1421,7.184,2.5557
5.1581,10.4968,-2.1193,8.389,2.5563
5.1566,10.4942,-2.0941,9.8594,2.5568
5.1553,10.4918,-2.0659,11.665,2.5574
5.1541,10.4895,-2.0344,13.8959,2.558
5.1531,10.4872,-1.9991,16.6671,2.5586
5.1522,10.4851,-1.9591,20.124,2.5592
5.1515,10.483,-1.9138,24.4453,2.5665
5.1509,10.4811,-1.8623,29.8415,2.5672
5.1504,10.4792,-1.8034,36.5397,2.5679
5.1501,10.4774,-1.7359,44.7421,2.5685
5.15,10.4758,-1.6588,36.2179,2.5692
5.15,10.4742,-1.5708,0.1562,2.5699
5.15,10.4727,-1.602,19.9343,2.5071
5.1499,10.4711,-1.6332,19.8183,2.5072
5.1497,10.4695,-1.6643,19.6464,2.5073
5.1495,10.468,-1.6952,19.4211,2.5074
5.1493,10.4664,-1.7258,19.1454,2.5074
5.149,10.4648,-1.7561,18.8231,2.5075
5.1486,10.4633,-1.7862,18.4584,2.5076
5.1482,10.4617,-1.8158,18.0557,2.5077
5.1478,10.4602,-1.845,17.62,2.5077
5.1473,10.4586,-1.8737,17.156,2.5078
5.1468,10.457,-1.9019,16.6687,2.5079
5.1462,10.4555,-1.9296,16.1629,2.508
5.1456,10.4539,-1.9567,15.6431,2.5081
5.1449,10.4523,-1.9832,15.1139,2.5081
5.1441,10.4508,-2.0091,14.5791,2.5082
5.1434,10.4492,-2.0344,14.0426,2.5083
5.1425,10.4477,-2.0591,13.5077,2.5084
5.1417,10.4461,-2.0832,12.9773,2.5085
5.1407,10.4445,-2.1066,12.4541,2.5086
5.1397,10.443,-2.1294,11.9403,2.5087
5.1387,10.4414,-2.1516,11.4378,2.5087
5.1376,10.4398,-2.1731,10.948,2.5088
5.1365,10.4383,-2.194,10.4723,2.5089
5.1354,10.4367,-2.2143,10.0115,2.509
5.1341,10.4352,-2.234,9.5664,2.5091
5.1329,10.4336,-2.2531,9.1374,2.5092
5.1315,10.432,-2.2717,8.7249,2.5093
5.1302,10.4305,-2.2896,8.3288,2.5096
5.1288,10.4289,-2.3071,7.9492,2.5097
5.1273,10.4273,-2.3239,7.5859,2.5098
5.1258,10.4258,-2.3403,3.6194,2.5099
5.1242,10.4242,-2.3562,3.6194,2.51
5.1227,10.4227,-2.3403,7.5859,2.5101
5.1212,10.4211,-2.3239,7.9492,2.5102
5.1198,10.4195,-2.3071,8.3288,2.5103
5.1185,10.418,-2.2896,8.7249,2.5104
5.1171,10.4164,-2.2717,9.1374,2.5105
5.1159,10.4148,-2.2531,9.5664,2.5106
5.1146,10.4133,-2.234,10.0115,2.5107
5.1135,10.4117,-2.2143,10.4723,2.5108
5.1124,10.4102,-2.194,10.948,2.511
5.1113,10.4086,-2.1731,11.4378,2.5111
5.1103,10.407,-2.1516,11.9403,2.5112
5.1093,10.4055,-2.1294,12.4541,2.5113
5.1083,10.4039,-2.1066,12.9773,2.5114
5.1075,10.4023,-2.0832,13.5077,2.5115
5.1066,10.4008,-2.0591,14.0426,2.5116
5.1059,10.3992,-2.0344,14.5791,2.5118
5.1051,10.3977,-2.0091,15.1139,2.5119
5.1044,10.3961,-1.9832,15.6431,2.512
5.1038,10.3945,-1.9567,16.1629,2.5121
5.1032,10.393,-1.9296,16.6687,2.5122
5.1027,10.3914,-1.9019,17.156,2.5124
5.1022,10.3898,-1.8737,17.62,2.5125
5.1018,10.3883,-1.845,18.0557,2.5126
5.1014,10.3867,-1.8158,18.4584,2.5127
5.101,10.3852,-1.7862,18.8231,2.5129
5.1007,10.3836,-1.7561,19.1454,2.513
5.1005,10.382,-1.7258,19.4211,2.5131
5.1003,10.3805,-1.6952,19.6464,2.5133
5.1001,10.3789,-1.6643,19.8183,2.5134
5.1,10.3773,-1.6332,19.9343,2.5136
5.1,10.3758,-1.602,5.0763,2.5137
5.1,10.3742,-1.5708,23.7555,2.5138
5.0999,10.3726,-1.6313,34.4486,2.514
5.0997,10.3709,-1.6879,30.9394,2.5141
5.0994,10.3692,-1.7406,27.6679,2.5143
5.099,10.3675,-1.7895,24.6707,2.5144
5.0985,10.3657,-1.8348,21.9606,2.5145
5.0979,10.3638,-1.8767,19.534,2.5147
5.0973,10.3619,-1.9154,17.3765,2.5148
5.0965,10.36,-1.9513,15.4678,2.515
5.0956,10.358,-1.9845,13.7847,2.5151
5.0946,10.3559,-2.0152,12.3036,2.5153
5.0936,10.3538,-2.0437,11.0015,2.5154
5.0924,10.3517,-2.0701,9.8568,2.5156
5.0911,10.3495,-2.0947,8.8501,2.5158
5.0897,10.3472,-2.1176,7.9638,2.5159
5.0883,10.3449,-2.1389,7.1826,2.5161
5.0867,10.3426,-2.1588,6.4929,2.5162
5.0851,10.3402,-2.1774,5.8827,2.5164
5.0833,10.3377,-2.1948,5.342,2.5166
5.0814,10.3353,-2.2112,4.8618,2.5167
5.0795,10.3327,-2.2265,4.4344,2.5169
5.0774,10.3301,-2.2409,4.0533,2.5171
5.0753,10.3275,-2.2545,3.7126,2.5173
5.073,10.3248,-2.2673,3.4074,2.5174
5.0707,10.3221,-2.2794,3.1334,2.5176
5.0683,10.3193,-2.2909,2.8869,2.5178
5.0657,10.3165,-2.3017,2.6647,2.518
5.0631,10.3136,-2.312,2.464,2.5181
5.0604,10.3106,-2.3217,2.2823,2.5183
5.0575,10.3077,-2.331,2.1175,2.5185
5.0546,10.3046,-2.3398,1.9677,2.5187
5.0516,10.3016,-2.3482,0.465,2.5188
5.0484,10.2984,-2.3562,2.255,2.5005
5.0454,10.2953,-2.3403,3.793,2.5005
5.0425,10.2922,-2.3239,3.9746,2.5005
5.0396,10.2891,-2.3071,4.1644,2.5005
5.0369,10.2859,-2.2896,4.3624,2.5005
5.0343,10.2828,-2.2717,4.5687,2.5005
5.0317,10.2797,-2.2531,4.7832,2.5005
5.0293,10.2766,-2.234,5.0058,2.5005
5.027,10.2734,-2.2143,5.2362,2.5006
5.0247,10.2703,-2.194,5.474,2.5006
5.0226,10.2672,-2.1731,5.7189,2.5006
5.0205,10.2641,-2.1516,5.9702,2.5006
5.0186,10.2609,-2.1294,6.2271,2.5006
5.0167,10.2578,-2.1066,6.4887,2.5006
5.0149,10.2547,-2.0832,6.7538,2.5006
5.0133,10.2516,-2.0591,7.0213,2.5006
5.0117,10.2484,-2.0344,7.2895,2.5006
5.0103,10.2453,-2.0091,7.5569,2.5006
5.0089,10.2422,-1.9832,7.8216,2.5006
5.0076,10.2391,-1.9567,8.0814,2.5006
5.0064,10.2359,-1.9296,8.3344,2.5006
5.0054,10.2328,-1.9019,8.578,2.5006
5.0044,10.2297,-1.8737,8.81,2.5006
5.0035,10.2266,-1.845,9.0279,2.5006
5.0027,10.2234,-1.8158,9.2292,2.5006
5.0021,10.2203,-1.7862,9.4116,2.5007
5.0015,10.2172,-1.7561,9.5727,2.5007
5.001,10.2141,-1.7258,9.7105,2.5007
5.0006,10.2109,-1.6952,9.8232,2.5007
5.0003,10.2078,-1.6643,9.9091,2.5007
5.0001,10.2047,-1.6332,9.9671,2.5007
5.0,10.2016,-1.602,6.2282,2.5007
5.0,10.1984,-1.5708,1.2996,2.5007
5.0,10.1954,-1.5867,5.3641,2.5001
4.9999,10.1923,-1.603,5.6209,2.5001
4.9997,10.1894,-1.6199,5.8893,2.5001
4.9995,10.1864,-1.6374,6.1694,2.5001
4.9993,10.1835,-1.6553,6.4611,2.5001
4.999,10.1807,-1.6739,6.7645,2.5001
4.9986,10.1779,-1.693,7.0792,2.5001
4.9982,10.1752,-1.7127,7.405,2.5001
4.9978,10.1725,-1.733,7.7414,2.5001
4.9973,10.1699,-1.7539,8.0877,2.5001
4.9968,10.1673,-1.7754,8.4431,2.5001
4.9962,10.1647,-1.7976,8.8064,2.5001
4.9956,10.1623,-1.8204,9.1763,2.5001
4.9949,10.1598,-1.8438,9.5514,2.5001
4.9941,10.1574,-1.8679,9.9296,2.5001
4.9934,10.1551,-1.8925,10.309,2.5001
4.9925,10.1528,-1.9179,10.6871,2.5001
4.9917,10.1505,-1.9438,11.0614,2.5001
4.9907,10.1483,-1.9703,11.4289,2.5001
4.9897,10.1462,-1.9974,11.7866,2.5001
4.9887,10.1441,-2.0251,12.1311,2.5001
4.9876,10.142,-2.0533,12.4592,2.5001
4.9865,10.14,-2.082,12.7673,2.5001
4.9854,10.1381,-2.1112,13.052,2.5001
4.9841,10.1362,-2.1408,13.3099,2.5001
4.9829,10.1343,-2.1708,13.5378,2.5001
4.9815,10.1325,-2.2012,13.7328,2.5001
4.9802,10.1308,-2.2318,13.8921,2.5001
4.9788,10.1291,-2.2627,14.0136,2.5001
4.9773,10.1274,-2.2938,14.0957,2.5001
4.9758,10.1258,-2.325,8.808,2.5001
4.9742,10.1242,-2.3562,1.838,2.5001
4.9727,10.1227,-2.3403,7.5859,2.5
4.9712,10.1211,-2.3239,7.9492,2.5
4.9698,10.1195,-2.3071,8.3288,2.5
4.9685,10.118,-2.2896,8.7249,2.5
4.9671,10.1164,-2.2717,9.1374,2.5
4.9659,10.1148,-2.2531,9.5664,2.5
4.9646,10.1133,-2.234,10.0115,2.5
4.9635,10.1117,-2.2143,10.4723,2.5
4.9624,10.1102,-2.194,10.948,2.5
4.9613,10.1086,-2.1731,11.4378,2.5
4.9603,10.107,-2.1516,11.9403,2.5
4.9593,10.1055,-2.1294,12.4541,2.5
4.9583,10.1039,-2.1066,12.9773,2.5
4.9575,10.1023,-2.0832,13.5077,2.5
4.9566,10.1008,-2.0591,14.0426,2.5001
4.9559,10.0992,-2.0344,14.5791,2.5001
4.9551,10.0977,-2.0091,15.1139,2.5001
4.9544,10.0961,-1.9832,15.6431,2.5001
4.9538,10.0945,-1.9567,16.1629,2.5001
4.9532,10.093,-1.9296,16.6687,2.5001
4.9527,10.0914,-1.9019,17.156,2.5001
4.9522,10.0898,-1.8737,17.62,2.5001
4.9518,10.0883,-1.845,18.0557,2.5001
4.9514,10.0867,-1.8158,18.4584,2.5001
4.951,10.0852,-1.7862,18.8231,2.5001
4.9507,10.0836,-1.7561,19.1454,2.5001
4.9505,10.082,-1.7258,19.4211,2.5001
4.9503,10.0805,-1.6952,19.6464,2.5001
4.9501,10.0789,-1.6643,19.8183,2.5001
4.95,10.0773,-1.6332,19.9343,2.5001
4.95,10.0758,-1.602,9.9963,2.5001
4.95,10.0742,-1.5708,9.9963,2.5001
4.95,10.0727,-1.602,19.9343,2.5001
4.9499,10.0711,-1.6332,19.8183,2.5001
4.9497,10.0695,-1.6643,19.6464,2.5001
4.9495,10.068,-1.6952,19.4211,2.5001
4.9493,10.0664,-1.7258,19.1454,2.5001
4.949,10.0648,-1.7561,18.8231,2.5001
4.9486,10.0633,-1.7862,18.4584,2.5001
4.9482,10.0617,-1.8158,18.0557,2.5001
4.9478,10.0602,-1.845,17.62,2.5001
4.9473,10.0586,-1.8737,17.156,2.5001
4.9468,10.057,-1.9019,16.6687,2.5001
4.9462,10.0555,-1.9296,16.1629,2.5001
4.9456,10.0539,-1.9567,15.6431,2.5001
4.9449,10.0523,-1.9832,15.1139,2.5001
4.9441,10.0508,-2.0091,14.5791,2.5001
4.9434,10.0492,-2.0344,14.0426,2.5001
4.9425,10.0477,-2.0591,13.5077,2.5001
4.9417,10.0461,-2.0832,12.9773,2.5001
4.9407,10.0445,-2.1066,12.4541,2.5001
4.9397,10.043,-2.1294,11.9403,2.5001
4.9387,10.0414,-2.1516,11.4378,2.5001
4.9376,10.0398,-2.1731,10.948,2.5001
4.9365,10.0383,-2.194,10.4723,2.5001
4.9354,10.0367,-2.2143,10.0115,2.5001
4.9341,10.0352,-2.234,9.5664,2.5001
4.9329,10.0336,-2.2531,9.1374,2.5001
4.9315,10.032,-2.2717,8.7249,2.5005
4.9302,10.0305,-2.2896,8.3288,2.501
4.9288,10.0289,-2.3071,7.9492,2.501
4.9273,10.0273,-2.3239,7.5859,2.501
4.9258,10.0258,-2.3403,1.838,2.501
4.9242,10.0242,-2.3562,8.808,2.5009
4.9227,10.0226,-2.325,14.0957,2.5009
4.9212,10.0209,-2.2938,14.0136,2.501
4.9198,10.0192,-2.2627,13.8921,2.501
4.9185,10.0175,-2.2318,13.7328,2.501
4.9171,10.0157,-2.2012,13.5378,2.501
4.9159,10.0138,-2.1708,13.3099,2.501
4.9146,10.0119,-2.1408,13.052,2.501
4.9135,10.01,-2.1112,12.7673,2.501
4.9124,10.008,-2.082,12.4592,2.501
4.9113,10.0059,-2.0533,12.1311,2.501
4.9103,10.0038,-2.0251,11.7866,2.501
4.9093,10.0017,-1.9974,11.4289,2.5011
4.9083,9.9995,-1.9703,11.0614,2.5011
4.9075,9.9972,-1.9438,10.6871,2.5011
4.9066,9.9949,-1.9179,10.309,2.5011
4.9059,9.9926,-1.8925,9.9296,2.5011
4.9051,9.9902,-1.8679,9.5514,2.5011
4.9044,9.9877,-1.8438,9.1763,2.5011
4.9038,9.9853,-1.8204,8.8064,2.5011
4.9032,9.9827,-1.7976,8.4431,2.5011
4.9027,9.9801,-1.7754,8.0877,2.5012
4.9022,9.9775,-1.7539,7.7414,2.5012
4.9018,9.9748,-1.733,7.405,2.5012
4.9014,9.9721,-1.7127,7.0792,2.5012
4.901,9.9693,-1.693,6.7645,2.5012
4.9007,9.9665,-1.6739,6.4611,2.5012
4.9005,9.9636,-1.6553,6.1694,2.5012
4.9003,9.9606,-1.6374,5.8893,2.5013
4.9001,9.9577,-1.6199,5.6209,2.5013
4.9,9.9546,-1.603,5.3641,2.5013
4.9,9.9516,-1.5867,2.5593,2.5013
4.9,9.9484,-1.5708,2.5593,2.5013
4.9,9.9454,-1.5867,5.3641,2.5013
4.8999,9.9423,-1.603,5.6209,2.5013
4.8997,9.9394,-1.6199,5.8893,2.5013
4.8995,9.9364,-1.6374,6.1694,2.5014
4.8993,9.9335,-1.6553,6.4611,2.5014
4.899,9.9307,-1.6739,6.7645,2.5014
4.8986,9.9279,-1.693,7.0792,2.5014
4.8982,9.9252,-1.7127,7.405,2.5014
4.8978,9.9225,-1.733,7.7414,2.5014
4.8973,9.9199,-1.7539,8.0877,2.5015
4.8968,9.9173,-1.7754,8.4431,2.5015
4.8962,9.9147,-1.7976,8.8064,2.5016
4.8956,9.9123,-1.8204,9.1763,2.5018
4.8949,9.9098,-1.8438,9.5514,2.5021
4.8941,9.9074,-1.8679,9.9296,2.5027
4.8934,9.9051,-1.8925,10.309,2.5036
4.8925,9.9028,-1.9179,10.6871,2.505
4.8917,9.9005,-1.9438,11.0614,2.5071
4.8907,9.8983,-1.9703,11.4289,2.5099
4.8897,9.8962,-1.9974,11.7866,2.5135
4.8887,9.8941,-2.0251,12.1311,2.5182
4.8876,9.892,-2.0533,12.4592,2.524
4.8865,9.89,-2.082,12.7673,2.531
4.8854,9.8881,-2.1112,13.052,2.5393
4.8841,9.8862,-2.1408,13.3099,2.5488
4.8829,9.8843,-2.1708,13.5378,2.5597
4.8815,9.8825,-2.2012,13.7328,2.5827
4.8802,9.8808,-2.2318,13.8921,2.606
4.8788,9.8791,-2.2627,14.0136,2.6175
4.8773,9.8774,-2.2938,14.0957,2.6278
4.8758,9.8758,-2.325,5.329,2.637
4.8742,9.8742,-2.3562,12.0521,2.6451
4.8727,9.8726,-2.3101,19.6496,2.6522
4.8712,9.8708,-2.2655,18.5544,2.6583
4.8698,9.8689,-2.2227,17.4445,2.6635
4.8685,9.867,-2.1815,16.34,2.6679
4.8671,9.8649,-2.1421,15.2571,2.6716
