# x_m,y_m,w_tr_right_m,w_tr_left_m
7.650000000000002,7.050000000000001,1.4317821063276355,1.35
7.700000000000003,7.100000000000001,1.3946325680981353,1.4000000000000004
7.700000000000003,9.900000000000002,1.5787653403846944,1.5692354826475217
7.650000000000002,9.950000000000003,1.63783393541592,1.5435349040433133
7.650000000000002,10.250000000000004,1.6867127793433,1.6918924315688633
7.600000000000001,10.3,1.746424919657298,1.6800297616411441
7.600000000000001,10.450000000000003,1.7613914953808536,1.77341478509682
7.550000000000001,10.500000000000004,1.8172781845386248,1.7691806012954132
7.550000000000001,10.600000000000001,1.833712082089225,1.8384776310850235
7.5,10.650000000000002,1.89274932307477,1.8398369492974098
7.5,10.750000000000004,1.91049731745428,1.9144189719076647
7.450000000000003,10.8,1.96596032513375,1.9209372712298547
7.450000000000003,10.850000000000001,1.9729419656948861,1.960229578391266
7.400000000000002,10.900000000000002,2.0303940504246953,1.9704060495238034
7.400000000000002,10.950000000000003,1.9924858845171276,2.0112185361118766
7.25,10.950000000000003,1.9525624189766635,1.929378138157474
7.200000000000003,11.000000000000004,1.89274932307477,1.9474342094150447
6.949999999999999,11.000000000000004,1.8560711193270585,1.8384776310850235
6.900000000000002,11.05,1.8027756377319948,1.8668154702594473
6.5,11.05,1.8,1.7677669529663689
6.449999999999999,11.100000000000001,1.75,1.8110770276274835
