# x_m,y_m,w_tr_right_m,w_tr_left_m
3.1099999999999994,3.44,1.5443445211480502,1.55
3.1099999999999994,3.39,1.5008331019803636,1.55
3.210000000000001,3.2900000000000005,1.4577379737113252,1.4500000000000002
3.210000000000001,3.2399999999999998,1.4115594213493106,1.4500000000000002
3.3100000000000005,3.14,1.3647344063956182,1.3500000000000003
3.3100000000000005,3.0900000000000003,1.3209844813622906,1.3500000000000003
3.3599999999999994,3.0400000000000005,1.30384048104053,1.3
3.3599999999999994,2.9899999999999998,1.2619429464123963,1.3
3.41,2.94,1.25,1.25
3.41,2.89,1.2103718436910205,1.25
3.460000000000001,2.8400000000000003,1.2041594578792296,1.2000000000000002
3.460000000000001,2.7399999999999998,1.1313708498984762,1.1884864324004714
3.51,2.69,1.1313708498984762,1.1280514172678477
3.51,2.5900000000000003,1.063014581273465,1.110180165558726
3.5600000000000005,2.54,1.0700467279516348,1.0547511554864495
3.5600000000000005,2.44,1.0124228365658294,1.05
3.6099999999999994,2.39,1.0295630140987002,1.0
3.6099999999999994,2.04,0.912414379544733,1.0
3.66,1.9900000000000002,0.95524865872714,0.9500000000000001
3.66,1.79,0.95524865872714,0.9500000000000001
3.6099999999999994,1.7400000000000002,0.912414379544733,1.0
3.6099999999999994,1.44,1.0062305898749055,0.9617692030835672
3.5600000000000005,1.3900000000000001,0.9861541461658011,1.004987562112089
3.5600000000000005,1.29,1.0404326023342407,1.0
3.51,1.2400000000000002,1.0307764064044151,1.05
3.51,1.19,1.063014581273465,1.05
3.460000000000001,1.1400000000000001,1.0606601717798214,1.1
3.460000000000001,1.04,1.1335784048754636,1.1
3.41,0.9900000000000002,1.140175425099138,1.1500000000000001
3.41,0.94,1.1800423721205948,1.1500000000000001
3.3599999999999994,0.8900000000000001,1.1926860441876563,1.2000000000000002
3.3599999999999994,0.8399999999999999,1.2349089035228469,1.2000000000000002
3.26,0.7400000000000002,1.2747548783981963,1.3
3.26,0.69,1.3200378782444087,1.3
3.1099999999999994,0.54,1.4080127840328724,1.4500000000000002
3.1099999999999994,0.49,1.4560219778561037,1.4430869689661812
2.96,0.49,1.4221462653327892,1.5008331019803636
2.91,0.43999999999999995,1.4637281168304448,1.4534441853748634
2.46,0.43999999999999995,1.4713938969562161,1.480709289496085
2.41,0.49,1.4317821063276355,1.520690632574555
2.16,0.49,1.5041608956491324,1.5
2.1100000000000003,0.54,1.4705441169852742,1.55
1.8600000000000003,0.54,1.565247584249853,1.55
1.8100000000000005,0.5900000000000001,1.5402921800749363,1.6
1.1100000000000003,0.5900000000000001,1.480709289496085,1.55
1.0600000000000005,0.54,1.520690632574555,1.5
0.8100000000000005,0.54,1.4230249470757708,1.5
0.7599999999999998,0.49,1.4560219778561037,1.4500000000000002
0.3600000000000003,0.49,1.4000000000000001,1.480709289496085
0.3100000000000005,0.43999999999999995,1.4500000000000002,1.4430869689661812
-0.4900000000000002,0.43999999999999995,1.4000000000000001,1.4080127840328724
-0.54,0.49,1.35,1.4317821063276355
-0.7400000000000002,0.49,1.35,1.3462912017836262
-0.79,0.54,1.3009611831257688,1.3756816492197605
-0.9400000000000004,0.54,1.3152946437965907,1.3200378782444087
-0.9900000000000002,0.5900000000000001,1.2747548783981963,1.3462912017836262
-1.1400000000000001,0.5900000000000001,1.3124404748406688,1.2903487900563941
-1.19,0.6400000000000001,1.2816005617976298,1.30384048104053
-1.2400000000000002,0.6400000000000001,1.3,1.2776932339180638
-1.29,0.69,1.25,1.2971121771072847
-1.6400000000000001,0.69,1.1543396380615196,1.176860229593982
-1.7400000000000002,0.5900000000000001,1.0688779163215976,1.0594810050208545
-1.79,0.5900000000000001,1.019803902718557,1.044030650891055
-1.8900000000000001,0.49,0.9486832980505139,0.9219544457292888
-1.94,0.49,0.9013878188659974,0.912414379544733
-1.9900000000000002,0.43999999999999995,0.873212459828649,0.8558621384311845
-2.04,0.43999999999999995,0.8276472678623424,0.8514693182963202
-2.09,0.3900000000000001,0.8062257748298549,0.8
-2.14,0.3900000000000001,0.7632168761236874,0.8
-2.19,0.3400000000000001,0.75,0.75
-2.24,0.3400000000000001,0.7106335201775948,0.75
-2.29,0.29000000000000004,0.7071067811865476,0.7000000000000001
-2.34,0.29000000000000004,0.6726812023536856,0.7000000000000001
-2.39,0.24,0.6800735254367722,0.65
-2.54,0.24,0.6041522986797286,0.651920240520265
-2.59,0.18999999999999995,0.632455532033676,0.608276253029822
-2.79,0.18999999999999995,0.6000000000000001,0.651920240520265
-2.8400000000000003,0.14000000000000012,0.65,0.608276253029822
-3.09,0.14000000000000012,0.696419413859206,0.651920240520265
-3.14,0.18999999999999995,0.670820393249937,0.7071067811865476
-3.39,0.18999999999999995,0.8139410298049854,0.7762087348130012
-3.4400000000000004,0.24,0.8131727983645297,0.8381527307120106
-3.54,0.24,0.8838834764831844,0.873212459828649
-3.59,0.29000000000000004,0.8845903006477066,0.9340770846134703
-3.64,0.29000000000000004,0.9219544457292888,0.9486832980505139
-3.84,0.49,0.9848857801796105,0.9545941546018393
-3.84,0.54,0.9656603957913984,0.9861541461658011
-3.89,0.5900000000000001,0.9962429422585638,0.97082439194738
-3.89,0.69,0.97082439194738,1.0307764064044151
-3.9400000000000004,0.7400000000000002,1.0111874208078342,1.0259142264341596
