x,y,psi,kappa,v
3.118,3.4298,-0.6511,4.5538,3.62
3.12,3.4283,-0.6627,4.7656,3.6506
3.1219,3.4267,-0.6747,4.9886,3.6823
3.1238,3.4252,-0.6871,5.2233,3.7149
3.1257,3.4236,-0.6999,5.4702,3.7486
3.1275,3.422,-0.7131,5.7299,3.7833
3.1292,3.4205,-0.7266,6.0029,3.8184
3.1309,3.4189,-0.7407,6.2898,3.8534
3.1326,3.4173,-0.7551,6.5911,3.8883
3.1342,3.4158,-0.77,8.769,3.923
3.1358,3.4142,-0.7854,10.4283,3.9577
3.1375,3.4124,-0.8132,8.4256,3.9922
3.1393,3.4104,-0.8354,6.2218,4.0265
3.1413,3.4081,-0.8535,4.7199,4.0606
3.1435,3.4055,-0.8685,3.6627,4.0945
3.1458,3.4027,-0.8813,2.8977,4.1282
3.1482,3.3997,-0.8921,2.331,4.1617
3.1508,3.3964,-0.9015,1.9025,4.195
3.1536,3.3929,-0.9098,1.5726,4.2279
3.1564,3.3892,-0.917,1.3146,4.2604
3.1595,3.3852,-0.9234,1.1099,4.2922
3.1626,3.3809,-0.9291,0.9455,4.3231
3.166,3.3764,-0.9343,0.812,4.3526
3.1694,3.3717,-0.9389,0.7024,4.3801
3.173,3.3667,-0.9432,0.6117,4.4051
3.1768,3.3615,-0.947,0.5359,4.427
3.1807,3.356,-0.9505,0.4721,4.4455
3.1848,3.3503,-0.9538,0.4181,4.46
3.189,3.3443,-0.9568,0.372,4.4704
3.1933,3.3381,-0.9595,0.3324,4.4765
3.1978,3.3317,-0.9621,0.2982,4.478
3.2024,3.325,-0.9645,0.2686,4.4751
3.2072,3.3181,-0.9667,0.2427,4.4677
3.2121,3.3109,-0.9688,0.2201,4.4559
3.2172,3.3035,-0.9707,0.2002,4.4398
3.2225,3.2958,-0.9726,0.1826,4.4196
3.2278,3.2879,-0.9743,0.167,4.3953
3.2333,3.2797,-0.9759,0.1531,4.3672
3.239,3.2713,-0.9774,0.1408,4.3357
3.2448,3.2627,-0.9789,0.1297,4.3014
3.2508,3.2538,-0.9803,0.1198,4.2644
3.2569,3.2447,-0.9816,0.1102,4.2249
3.2631,3.2353,-0.9828,0.1096,4.1827
3.2692,3.2261,-0.984,0.1178,4.1403
3.2752,3.2171,-0.9853,0.126,4.0997
3.281,3.2084,-0.9866,0.1351,4.061
3.2867,3.1998,-0.9881,0.145,4.0243
3.2922,3.1914,-0.9895,0.156,3.9897
3.2975,3.1832,-0.9911,0.1681,3.9574
3.3028,3.1752,-0.9927,0.1814,3.9276
3.3079,3.1673,-0.9944,0.1962,3.9004
3.3128,3.1597,-0.9962,0.2127,3.876
3.3176,3.1523,-0.9981,0.231,3.8545
3.3222,3.1451,-1.0001,0.2515,3.8361
3.3267,3.138,-1.0023,0.2745,3.8209
3.331,3.1312,-1.0045,0.3004,3.809
3.3352,3.1246,-1.0069,0.3297,3.8006
3.3393,3.1181,-1.0095,0.3629,3.7956
3.3432,3.1119,-1.0122,0.4006,3.7942
3.347,3.1058,-1.0151,0.4438,3.7964
3.3506,3.1,-1.0182,0.4934,3.8021
3.354,3.0943,-1.0215,0.5507,3.8111
3.3574,3.0888,-1.0251,0.6172,3.8234
3.3605,3.0836,-1.029,0.6947,3.8387
3.3636,3.0785,-1.0332,0.7858,3.8566
3.3664,3.0736,-1.0378,0.8935,3.877
3.3692,3.0689,-1.0427,1.0217,3.8993
3.3718,3.0644,-1.0481,1.1756,3.9233
3.3742,3.0601,-1.0541,1.3618,3.9485
3.3765,3.056,-1.0607,1.5893,3.9748
3.3787,3.0521,-1.068,1.8701,4.0019
3.3807,3.0484,-1.0761,2.2207,4.0297
3.3825,3.0449,-1.0852,2.6641,4.0581
3.3842,3.0416,-1.0955,2.8601,4.0871
3.3858,3.0384,-1.1071,2.1282,4.1167
3.3874,3.0352,-1.1131,1.4781,4.1468
3.3891,3.0317,-1.1186,1.3098,4.1772
3.3908,3.0282,-1.1237,1.166,4.208
3.3925,3.0245,-1.1284,1.0425,4.239
3.3943,3.0206,-1.1328,0.9357,4.2699
3.3962,3.0166,-1.1368,0.843,4.3006
3.3981,3.0125,-1.1406,0.7622,4.3309
3.4,3.0082,-1.1442,0.6913,4.3604
3.402,3.0037,-1.1475,0.6289,4.3889
3.4041,2.9991,-1.1506,0.5738,4.4162
3.4062,2.9944,-1.1535,0.5249,4.4421
3.4083,2.9895,-1.1563,0.4814,4.4663
3.4105,2.9845,-1.1589,0.4426,4.4886
3.4128,2.9793,-1.1614,0.4079,4.5091
3.4151,2.974,-1.1637,0.3766,4.5274
3.4174,2.9685,-1.1659,0.3485,4.5436
3.4198,2.9629,-1.168,0.3231,4.5576
3.4223,2.9571,-1.17,0.3001,4.5693
3.4247,2.9512,-1.1719,0.2793,4.5787
3.4273,2.9452,-1.1737,0.2603,4.5859
3.4299,2.939,-1.1754,0.243,4.5908
3.4325,2.9326,-1.1771,0.2272,4.5934
3.4352,2.9261,-1.1787,0.2128,4.5939
3.4379,2.9195,-1.1802,0.1995,4.5922
3.4407,2.9127,-1.1816,0.1873,4.5884
3.4435,2.9058,-1.183,0.1761,4.5825
3.4464,2.8987,-1.1844,0.1658,4.56
3.4494,2.8915,-1.1856,0.1562,4.5306
3.4523,2.8841,-1.1869,0.1474,4.4986
3.4554,2.8766,-1.1881,0.1392,4.4646
3.4584,2.8689,-1.1892,0.1311,4.4284
3.4616,2.8611,-1.1903,0.1301,4.3902
3.4646,2.8534,-1.1914,0.1358,4.3515
3.4677,2.8458,-1.1925,0.1413,4.3141
3.4706,2.8382,-1.1937,0.1472,4.2778
3.4736,2.8308,-1.1948,0.1533,4.2428
3.4765,2.8235,-1.1961,0.1598,4.2092
3.4793,2.8163,-1.1973,0.1666,4.177
3.4821,2.8091,-1.1986,0.1739,4.1464
3.4848,2.8021,-1.1999,0.1816,4.1175
3.4875,2.7952,-1.2013,0.1897,4.0903
3.4901,2.7883,-1.2027,0.1984,4.065
3.4927,2.7816,-1.2041,0.2075,4.0417
3.4953,2.775,-1.2056,0.2173,4.0203
3.4977,2.7684,-1.2071,0.2276,4.0011
3.5002,2.762,-1.2087,0.2386,3.984
3.5026,2.7556,-1.2103,0.2504,3.9691
3.5049,2.7494,-1.212,0.2629,3.9566
3.5072,2.7432,-1.2138,0.2763,3.9464
3.5095,2.7372,-1.2156,0.2905,3.9386
3.5117,2.7312,-1.2174,0.3058,3.9333
3.5138,2.7254,-1.2194,0.3222,3.9305
3.5159,2.7196,-1.2213,0.3398,3.9302
3.518,2.7139,-1.2234,0.3586,3.9324
3.52,2.7084,-1.2256,0.3789,3.9372
3.5219,2.7029,-1.2278,0.4007,3.9445
3.5238,2.6975,-1.2301,0.4242,3.9544
3.5257,2.6922,-1.2325,0.4496,3.9668
3.5275,2.6871,-1.235,0.4771,3.9765
3.5292,2.682,-1.2376,0.5068,3.9822
3.5309,2.677,-1.2402,0.539,3.9879
3.5326,2.6721,-1.2431,0.5741,3.9952
3.5342,2.6673,-1.246,0.6145,4.004
3.5358,2.6627,-1.249,0.6261,4.0144
3.5373,2.6579,-1.2521,0.6065,4.0252
3.5389,2.6531,-1.2552,0.5899,4.0353
3.5405,2.6483,-1.2582,0.574,4.0449
3.542,2.6434,-1.2611,0.5586,4.0539
3.5436,2.6385,-1.264,0.5437,4.0624
3.5452,2.6335,-1.2668,0.5293,4.0702
3.5467,2.6285,-1.2696,0.5154,4.0774
3.5483,2.6234,-1.2723,0.502,4.0839
3.5498,2.6183,-1.275,0.4891,4.0898
3.5514,2.6131,-1.2776,0.4766,4.0949
3.553,2.6079,-1.2802,0.4645,4.0994
3.5545,2.6026,-1.2827,0.4527,4.1031
3.5561,2.5973,-1.2852,0.4414,4.1061
3.5577,2.5919,-1.2877,0.4305,4.1083
3.5592,2.5865,-1.2901,0.4198,4.1098
3.5608,2.581,-1.2925,0.4096,4.1105
3.5623,2.5755,-1.2948,0.3996,4.1104
3.5639,2.5699,-1.2971,0.39,4.1095
3.5655,2.5643,-1.2994,0.3807,4.1078
3.567,2.5587,-1.3016,0.3716,4.1052
3.5686,2.5529,-1.3038,0.3629,4.1018
3.5702,2.5472,-1.306,0.3544,4.0976
3.5717,2.5414,-1.3081,0.3461,4.0925
3.5733,2.5355,-1.3102,0.3382,4.0865
3.5748,2.5296,-1.3123,0.3304,4.0796
3.5764,2.5236,-1.3143,0.3229,4.0719
3.578,2.5176,-1.3163,0.3156,4.0652
3.5795,2.5116,-1.3182,0.3085,4.0678
3.5811,2.5055,-1.3202,0.3017,4.0821
3.5827,2.4993,-1.3221,0.295,4.0954
3.5842,2.4931,-1.324,0.2885,4.1077
3.5858,2.4869,-1.3258,0.2822,4.119
3.5873,2.4806,-1.3276,0.2761,4.1291
3.5889,2.4742,-1.3294,0.2702,4.1382
3.5905,2.4678,-1.3312,0.2644,4.1461
3.592,2.4614,-1.333,0.2588,4.1529
3.5936,2.4549,-1.3347,0.2533,4.1585
3.5952,2.4483,-1.3364,0.248,4.163
3.5967,2.4418,-1.3381,0.2428,4.1662
3.5983,2.4351,-1.3397,0.2378,4.1681
3.5998,2.4284,-1.3413,0.2329,4.1687
3.6014,2.4217,-1.3429,0.2282,4.1681
3.603,2.4149,-1.3445,0.2235,4.166
3.6045,2.4081,-1.3461,0.219,4.1627
3.6061,2.4012,-1.3476,0.2146,4.1579
3.6077,2.3942,-1.3491,0.2104,4.1516
3.6092,2.3873,-1.3506,0.2062,4.1439
3.6108,2.3802,-1.3521,0.2022,4.1347
3.6123,2.3732,-1.3536,0.1982,4.124
3.6139,2.366,-1.355,0.1944,4.1116
3.6155,2.3588,-1.3565,0.1906,4.0977
3.617,2.3516,-1.3579,0.187,4.0822
3.6186,2.3443,-1.3592,0.1834,4.065
3.6202,2.337,-1.3606,0.1799,4.0462
3.6217,2.3296,-1.362,0.1765,4.0256
3.6233,2.3222,-1.3633,0.1732,4.0033
3.6248,2.3148,-1.3646,0.17,3.9793
3.6264,2.3072,-1.3659,0.1669,3.9535
3.628,2.2997,-1.3672,0.1638,3.9283
3.6295,2.2921,-1.3685,0.1608,3.9081
3.6311,2.2844,-1.3697,0.1579,3.8913
3.6327,2.2767,-1.371,0.155,3.8731
3.6342,2.2689,-1.3722,0.4941,3.8534
3.6358,2.2611,-1.3734,1.1194,3.8726
3.6373,2.253,-1.3851,1.328,3.9039
3.6388,2.2447,-1.3961,1.2227,3.9354
3.6402,2.2362,-1.4066,1.128,3.9661
3.6415,2.2274,-1.4165,1.0425,3.9959
3.6429,2.2184,-1.4259,0.9651,4.0247
3.6441,2.2091,-1.4348,0.8951,4.0524
3.6454,2.1996,-1.4433,0.8314,4.0788
3.6465,2.1898,-1.4514,0.7736,4.1036
3.6476,2.1798,-1.4591,0.7208,4.1269
3.6487,2.1695,-1.4664,0.6726,4.1484
3.6497,2.159,-1.4734,0.6286,4.1679
3.6507,2.1483,-1.4801,0.5882,4.1854
3.6517,2.1373,-1.4866,0.5511,4.2007
3.6525,2.1261,-1.4927,0.517,4.2138
3.6534,2.1146,-1.4986,0.4857,4.2245
3.6541,2.1029,-1.5042,0.4568,4.2327
3.6549,2.0909,-1.5096,0.4301,4.2385
3.6556,2.0787,-1.5149,0.4054,4.2419
3.6562,2.0663,-1.5199,0.3825,4.2428
3.6568,2.0536,-1.5247,0.3613,4.2412
3.6573,2.0406,-1.5293,0.3416,4.2373
3.6578,2.0275,-1.5338,0.3233,4.231
3.6582,2.014,-1.5381,0.3063,4.2224
3.6586,2.0004,-1.5422,0.2904,4.2116
3.659,1.9864,-1.5462,0.2756,4.1986
3.6593,1.9723,-1.5501,0.2617,4.1834
3.6595,1.9579,-1.5538,0.2488,4.1662
3.6597,1.9432,-1.5575,0.2367,4.147
3.6599,1.9283,-1.561,0.2254,4.1258
3.66,1.9132,-1.5643,0.2147,4.1027
3.66,1.8978,-1.5676,0.3059,4.0778
3.66,1.8822,-1.5708,0.5011,4.0659
3.6599,1.8666,-1.5802,0.6083,4.0701
3.6596,1.8511,-1.5897,0.6138,4.0796
3.6591,1.8356,-1.5992,0.6191,4.0901
3.6585,1.8202,-1.6088,0.6243,4.1015
3.6578,1.8048,-1.6184,0.6294,4.1141
3.6569,1.7895,-1.6281,0.6344,4.1279
3.6559,1.7742,-1.6378,0.6393,4.143
3.6547,1.7589,-1.6476,0.644,4.1594
3.6534,1.7438,-1.6574,0.6486,4.1772
3.6519,1.7286,-1.6673,0.653,4.1964
3.6503,1.7135,-1.6772,0.6573,4.2171
3.6486,1.6985,-1.6872,0.6614,4.2391
3.6467,1.6835,-1.6972,0.6653,4.2626
3.6446,1.6686,-1.7072,0.6691,4.2874
3.6424,1.6537,-1.7173,0.6727,4.3137
3.6401,1.6388,-1.7274,0.6761,4.3413
3.6376,1.624,-1.7376,0.6793,4.3702
3.635,1.6093,-1.7477,0.6824,4.4004
3.6322,1.5946,-1.7579,0.6852,4.4319
3.6292,1.5799,-1.7682,0.6879,4.4647
3.6262,1.5653,-1.7785,0.6903,4.4986
3.6229,1.5508,-1.7888,0.6925,4.5337
3.6196,1.5363,-1.7991,0.6945,4.57
3.6161,1.5218,-1.8094,0.6963,4.6073
3.6124,1.5074,-1.8198,0.6979,4.6458
3.6086,1.4931,-1.8301,0.6993,4.6853
3.6046,1.4788,-1.8405,0.7004,4.7195
3.6005,1.4645,-1.8509,0.7013,4.7461
3.5963,1.4503,-1.8613,0.702,4.7698
3.5919,1.4361,-1.8717,0.7025,4.7932
3.5873,1.422,-1.8821,0.5434,4.8163
3.5827,1.408,-1.8925,0.2319,4.8338
3.578,1.3941,-1.8936,0.0747,4.8228
3.5734,1.3804,-1.8947,0.0779,4.7769
3.5689,1.367,-1.8958,0.0813,4.7309
3.5644,1.3537,-1.897,0.0849,4.685
3.56,1.3406,-1.8981,0.0886,4.6393
3.5556,1.3277,-1.8993,0.0926,4.5938
3.5512,1.315,-1.9006,0.0969,4.5486
3.5469,1.3025,-1.9019,0.1014,4.5039
3.5427,1.2902,-1.9032,0.1062,4.4596
3.5385,1.2781,-1.9046,0.1113,4.4159
3.5343,1.2662,-1.906,0.1167,4.3728
3.5302,1.2545,-1.9075,0.1225,4.3306
3.5262,1.2429,-1.909,0.1287,4.2892
3.5222,1.2316,-1.9105,0.1353,4.2487
3.5182,1.2205,-1.9122,0.1424,4.2093
3.5143,1.2095,-1.9138,0.1499,4.1711
3.5104,1.1988,-1.9155,0.1581,4.1341
3.5066,1.1882,-1.9173,0.1668,4.0984
3.5029,1.1779,-1.9192,0.1761,4.0642
3.4992,1.1677,-1.9211,0.1862,4.0314
3.4955,1.1578,-1.9231,0.197,4.0003
3.4919,1.148,-1.9252,0.2087,3.9709
3.4883,1.1384,-1.9273,0.2213,3.9432
3.4848,1.1291,-1.9296,0.235,3.9174
3.4813,1.1199,-1.9319,0.2498,3.8935
3.4779,1.1109,-1.9343,0.2659,3.8716
3.4746,1.1021,-1.9369,0.2834,3.8517
3.4712,1.0935,-1.9395,0.3024,3.834
3.468,1.0851,-1.9422,0.3232,3.8185
3.4647,1.0769,-1.9451,0.346,3.8052
3.4616,1.0689,-1.9481,0.3086,3.7941
3.4584,1.0611,-1.9513,0.197,3.7789
3.4554,1.0534,-1.9524,0.1392,3.7472
3.4523,1.0459,-1.9535,0.1474,3.7034
3.4494,1.0385,-1.9547,0.1562,3.661
3.4464,1.0313,-1.956,0.1658,3.6201
3.4435,1.0242,-1.9572,0.1761,3.5808
3.4407,1.0173,-1.9586,0.1873,3.5432
3.4379,1.0105,-1.96,0.1995,3.5073
3.4352,1.0039,-1.9614,0.2128,3.4734
3.4325,0.9974,-1.9629,0.2272,3.4414
3.4299,0.991,-1.9645,0.243,3.4114
3.4273,0.9848,-1.9661,0.2603,3.3836
3.4247,0.9788,-1.9679,0.2793,3.3581
3.4223,0.9729,-1.9697,0.3001,3.3349
3.4198,0.9671,-1.9716,0.3231,3.314
3.4174,0.9615,-1.9736,0.3485,3.2956
3.4151,0.956,-1.9757,0.3766,3.2796
3.4128,0.9507,-1.9779,0.4079,3.2661
3.4105,0.9455,-1.9802,0.4426,3.2551
3.4083,0.9405,-1.9827,0.4814,3.2465
3.4062,0.9356,-1.9853,0.5249,3.2402
3.4041,0.9309,-1.9881,0.5738,3.2363
3.402,0.9263,-1.991,0.6289,3.2344
3.4,0.9218,-1.9941,0.6913,3.2346
3.3981,0.9175,-1.9974,0.7622,3.2365
3.3962,0.9134,-2.001,0.843,3.2401
3.3943,0.9094,-2.0047,0.9357,3.2451
3.3925,0.9055,-2.0088,1.0425,3.251
3.3908,0.9018,-2.0132,1.166,3.2577
3.3891,0.8983,-2.0179,1.3098,3.2652
3.3874,0.8948,-2.023,1.4781,3.2755
3.3858,0.8916,-2.0285,1.696,3.2926
3.3842,0.8884,-2.0344,1.6806,3.3173
3.3826,0.8852,-2.0404,1.4398,3.3477
3.3808,0.8817,-2.0458,1.256,3.3823
3.3789,0.8782,-2.0507,1.1021,3.4196
3.377,0.8745,-2.0553,0.9724,3.4586
3.3749,0.8706,-2.0594,0.8621,3.4986
3.3728,0.8666,-2.0633,0.7679,3.5388
3.3705,0.8625,-2.0668,0.6869,3.5787
3.3682,0.8582,-2.0701,0.6169,3.6177
3.3658,0.8537,-2.0732,0.5561,3.6556
3.3632,0.8491,-2.0761,0.503,3.6917
3.3606,0.8444,-2.0788,0.4564,3.726
3.3579,0.8395,-2.0813,0.4154,3.758
3.355,0.8345,-2.0836,0.3792,3.7877
3.3521,0.8293,-2.0859,0.3471,3.8149
3.3491,0.824,-2.088,0.3185,3.8394
3.3459,0.8185,-2.0899,0.2929,3.8613
3.3427,0.8129,-2.0918,0.27,3.8805
3.3394,0.8071,-2.0936,0.2494,3.8969
3.336,0.8012,-2.0953,0.2309,3.9107
3.3325,0.7952,-2.0969,0.2141,3.9218
3.3288,0.789,-2.0984,0.199,3.9304
3.3251,0.7826,-2.0998,0.1852,3.9364
3.3213,0.7761,-2.1012,0.1727,3.94
3.3174,0.7695,-2.1025,0.1613,3.9411
3.3134,0.7627,-2.1038,0.1508,3.94
3.3093,0.7558,-2.105,0.1413,3.9367
3.3051,0.7487,-2.1061,0.1325,3.9312
3.3008,0.7415,-2.1072,0.1244,3.9237
3.2964,0.7341,-2.1083,0.117,3.9143
3.2919,0.7266,-2.1093,0.1102,3.9029
3.2873,0.7189,-2.1103,0.1805,3.8896
3.2827,0.7111,-2.1112,0.3349,3.892
3.278,0.7034,-2.115,0.4351,3.9166
3.2734,0.6959,-2.1188,0.458,3.9501
3.2689,0.6885,-2.1228,0.4825,3.9855
3.2644,0.6813,-2.127,0.5087,4.0226
3.26,0.6742,-2.1313,0.5368,4.0616
3.2556,0.6673,-2.1357,0.5671,4.1023
3.2512,0.6605,-2.1403,0.5996,4.1447
3.2469,0.6539,-2.1451,0.6345,4.1888
3.2427,0.6474,-2.1501,0.6723,4.2344
3.2385,0.641,-2.1552,0.7129,4.2816
3.2343,0.6348,-2.1606,0.7569,4.3302
3.2302,0.6288,-2.1662,0.8045,4.3801
3.2262,0.6229,-2.172,0.8561,4.4312
3.2222,0.6171,-2.1781,0.9121,4.4835
3.2182,0.6115,-2.1844,0.973,4.5367
3.2143,0.606,-2.191,1.0392,4.5909
3.2104,0.6007,-2.198,1.1115,4.6457
3.2066,0.5955,-2.2052,1.1904,4.7011
3.2029,0.5905,-2.2127,1.2767,4.7567
3.1992,0.5856,-2.2207,1.3714,4.8122
3.1955,0.5809,-2.229,1.4753,4.8673
3.1919,0.5763,-2.2377,1.5896,4.921
3.1883,0.5718,-2.2469,1.7156,4.9721
3.1848,0.5675,-2.2565,1.8547,5.0188
3.1813,0.5634,-2.2667,2.0086,5.0581
3.1779,0.5594,-2.2774,2.1793,5.0886
3.1746,0.5555,-2.2887,2.3689,5.1156
3.1712,0.5518,-2.3007,2.5801,5.143
3.168,0.5483,-2.3134,2.8157,5.1743
3.1647,0.5448,-2.3268,3.0792,5.2059
3.1616,0.5416,-2.341,4.2511,5.2379
3.1584,0.5384,-2.3562,6.0759,5.2701
3.1552,0.5354,-2.387,6.5756,5.3028
3.1517,0.5323,-2.4167,6.2501,5.3357
3.1482,0.5294,-2.4455,5.9312,5.369
3.1445,0.5264,-2.4733,5.6209,5.4026
3.1406,0.5235,-2.5001,5.3205,5.4366
3.1366,0.5207,-2.526,5.0312,5.4709
3.1325,0.5179,-2.5509,4.7539,5.5056
3.1282,0.5152,-2.5749,4.4889,5.5406
3.1237,0.5125,-2.5979,4.2367,5.576
3.1191,0.5099,-2.6202,3.9971,5.6118
3.1144,0.5073,-2.6415,3.7703,5.6479
3.1095,0.5047,-2.6621,3.5558,5.6844
3.1045,0.5023,-2.6818,3.3535,5.7213
3.0993,0.4998,-2.7008,3.1628,5.7586
3.094,0.4974,-2.7191,2.9834,5.7962
3.0885,0.4951,-2.7367,2.8148,5.8343
3.0829,0.4928,-2.7536,2.6564,5.8728
3.0771,0.4905,-2.7699,2.5077,5.9116
3.0712,0.4883,-2.7855,2.3682,5.9509
3.0652,0.4862,-2.8006,2.2373,5.9906
3.059,0.4841,-2.8151,2.1146,6.0307
3.0526,0.482,-2.8291,1.9996,6.0712
3.0461,0.48,-2.8426,1.8917,6.1121
3.0395,0.4781,-2.8555,1.7906,6.1534
3.0327,0.4762,-2.8681,1.6958,6.1952
3.0258,0.4743,-2.8801,1.6069,6.2374
3.0187,0.4725,-2.8918,1.5234,6.2823
3.0115,0.4708,-2.903,1.4451,6.3372
3.0041,0.4691,-2.9138,1.3717,6.4014
2.9966,0.4674,-2.9243,1.3026,6.4661
2.9889,0.4658,-2.9344,4.1347,6.5311
2.9811,0.4642,-2.9442,4.1242,6.5972
2.9681,0.4624,-3.0034,1.5984,6.6638
2.9499,0.4604,-3.0292,0.6803,6.7308
2.9266,0.4581,-3.0436,0.35,6.7919
2.8981,0.4555,-3.0528,0.2031,6.8354
2.8644,0.4527,-3.0592,0.1282,6.8596
2.8255,0.4497,-3.0639,0.086,6.8684
2.7815,0.4464,-3.0674,0.0605,6.8662
2.7323,0.4429,-3.0703,0.0441,6.8562
2.6779,0.4392,-3.0726,0.0332,6.8407
2.6183,0.4352,-3.0745,0.0256,6.8211
2.5536,0.4309,-3.0761,0.0201,6.7984
2.4836,0.4264,-3.0774,0.0161,6.7734
2.4085,0.4217,-3.0786,0.0131,6.7464
2.3283,0.4167,-3.0796,0.0108,6.7179
2.2428,0.4115,-3.0805,0.009,6.688
2.1522,0.406,-3.0813,0.0076,6.6569
2.0564,0.4003,-3.082,0.0065,6.6248
1.9554,0.3943,-3.0827,0.0055,6.5918
1.8493,0.3881,-3.0832,0.0048,6.5578
1.7379,0.3817,-3.0838,0.0042,6.5231
1.6214,0.375,-3.0842,0.0036,6.4875
1.4997,0.3681,-3.0847,0.0032,6.4512
1.3729,0.3609,-3.0851,0.0028,6.4141
1.2409,0.3535,-3.0854,0.0025,6.3764
1.1037,0.3458,-3.0858,0.0023,6.3379
0.9613,0.3379,-3.0861,0.002,6.2987
0.8137,0.3297,-3.0864,0.0018,6.2483
0.661,0.3213,-3.0867,0.0016,6.19
0.5031,0.3127,-3.0869,0.0015,6.1299
0.34,0.3038,-3.0872,0.0014,6.0691
0.1717,0.2947,-3.0874,0.0011,6.0075
-0.0017,0.2853,-3.0876,0.0007,5.9452
-0.17,0.2762,-3.0877,0.0006,5.8821
-0.3332,0.2674,-3.0878,0.0007,5.8183
-0.4913,0.2589,-3.0879,0.0007,5.7538
-0.6442,0.2507,-3.088,0.0008,5.6886
-0.792,0.2428,-3.0881,0.0009,5.6228
-0.9347,0.2352,-3.0883,0.001,5.5563
-1.0722,0.2279,-3.0884,0.0011,5.4892
-1.2046,0.2209,-3.0885,0.0012,5.4214
-1.3319,0.2141,-3.0887,0.0014,5.3529
-1.4541,0.2077,-3.0889,0.0016,5.2838
-1.5712,0.2015,-3.0891,0.0018,5.2141
-1.6831,0.1957,-3.0893,0.0021,5.1437
-1.7899,0.1901,-3.0895,0.0024,5.0727
-1.8915,0.1848,-3.0898,0.0028,5.0011
-1.988,0.1798,-3.09,0.0033,4.9288
-2.0795,0.1752,-3.0904,0.0039,4.8561
-2.1657,0.1708,-3.0907,0.0047,4.7828
-2.2469,0.1667,-3.0911,0.0056,4.709
-2.3229,0.1629,-3.0915,0.0069,4.6349
-2.3938,0.1593,-3.092,0.0086,4.5605
-2.4596,0.1561,-3.0926,0.0108,4.486
-2.5202,0.1532,-3.0933,0.014,4.4116
-2.5757,0.1505,-3.0941,0.0184,4.3376
-2.6261,0.1482,-3.0951,0.025,4.2646
-2.6714,0.1462,-3.0963,0.0352,4.1931
-2.7115,0.1444,-3.0978,0.0516,4.1246
-2.7465,0.1429,-3.0998,0.0802,4.0611
-2.7764,0.1418,-3.1024,0.1344,4.0076
-2.8012,0.1409,-3.1061,0.2509,3.9703
-2.8208,0.1403,-3.1118,0.5521,3.9537
-2.8353,0.14,-3.1214,1.296,3.9619
-2.8447,0.14,3.1416,1.288,3.9799
-2.8541,0.14,3.1364,0.5555,3.9976
