x,y,psi,kappa,v
2.7294,2.9262,-0.2832,2.1489,3.2754
2.7355,2.9243,-0.2974,2.6993,3.2851
2.7411,2.9225,-0.3138,3.4519,3.2948
2.7461,2.9208,-0.3332,4.5068,3.3046
2.7507,2.9191,-0.3564,6.0284,3.3146
2.7548,2.9174,-0.3846,8.2979,3.3246
2.7584,2.9158,-0.4195,11.7647,3.3348
2.7616,2.9142,-0.4636,11.5278,3.345
2.7649,2.9124,-0.5034,8.1934,3.3553
2.7685,2.9102,-0.5364,6.3383,3.3658
2.7724,2.9078,-0.5643,4.9928,3.3764
2.7765,2.905,-0.588,3.9964,3.387
2.7808,2.902,-0.6085,3.2446,3.3978
2.7854,2.8987,-0.6263,2.6678,3.4087
2.7903,2.8951,-0.6419,2.2185,3.4198
2.7954,2.8912,-0.6557,1.8636,3.4309
2.8007,2.887,-0.668,1.5799,3.4422
2.8062,2.8825,-0.679,1.3505,3.4535
2.8121,2.8777,-0.6889,1.1631,3.4647
2.8181,2.8726,-0.6979,1.0086,3.4755
2.8244,2.8672,-0.7061,0.8802,3.4855
2.8309,2.8616,-0.7135,0.7725,3.4945
2.8377,2.8556,-0.7204,0.6816,3.502
2.8448,2.8494,-0.7266,0.6044,3.5075
2.852,2.8428,-0.7324,0.5383,3.5106
2.8596,2.836,-0.7378,0.4815,3.511
2.8673,2.8289,-0.7428,0.4324,3.5084
2.8753,2.8214,-0.7474,0.3897,3.5025
2.8836,2.8137,-0.7518,0.3525,3.4931
2.8921,2.8057,-0.7558,0.3198,3.4803
2.9008,2.7974,-0.7596,0.291,3.4639
2.9098,2.7888,-0.7632,0.2656,3.4439
2.919,2.7799,-0.7665,0.243,3.4204
2.9285,2.7708,-0.7697,0.2229,3.3934
2.9382,2.7613,-0.7727,0.205,3.36
2.9482,2.7515,-0.7755,0.1889,3.3222
2.9584,2.7415,-0.7782,0.1745,3.2807
2.9688,2.7311,-0.7807,0.1615,3.2358
2.9795,2.7205,-0.7831,0.1489,3.1876
2.9905,2.7095,-0.7854,0.1479,3.1359
3.0012,2.6988,-0.7877,0.1582,3.0835
3.0116,2.6882,-0.79,0.1684,3.0331
3.0218,2.6779,-0.7925,0.1796,2.9846
3.0318,2.6677,-0.7951,0.1917,2.9381
3.0415,2.6578,-0.7978,0.205,2.8938
3.051,2.648,-0.8006,0.2195,2.8519
3.0602,2.6384,-0.8036,0.2354,2.8124
3.0692,2.6291,-0.8067,0.2529,2.7756
3.0779,2.6199,-0.8099,0.2721,2.7416
3.0864,2.6109,-0.8133,0.2933,2.7105
3.0947,2.6021,-0.8169,0.3168,2.6824
3.1027,2.5935,-0.8207,0.3429,2.6574
3.1104,2.5851,-0.8247,0.3718,2.6357
3.118,2.5769,-0.8288,0.4041,2.6173
3.1252,2.5689,-0.8333,0.4403,2.6021
3.1323,2.5611,-0.838,0.4808,2.5903
3.1391,2.5535,-0.843,0.5264,2.5817
3.1456,2.5461,-0.8483,0.5779,2.5762
3.1519,2.5388,-0.8539,0.6364,2.5738
3.1579,2.5318,-0.8599,0.7028,2.5742
3.1638,2.525,-0.8663,0.7788,2.5773
3.1693,2.5183,-0.8732,0.866,2.5828
3.1746,2.5119,-0.8805,0.9666,2.5904
3.1797,2.5056,-0.8885,1.0831,2.5999
3.1846,2.4996,-0.897,1.2189,2.611
3.1892,2.4937,-0.9063,1.3779,2.6235
3.1935,2.488,-0.9164,1.5654,2.6372
3.1976,2.4826,-0.9273,1.7879,2.6512
3.2015,2.4773,-0.9393,2.0537,2.6646
3.2051,2.4722,-0.9524,2.3735,2.6774
3.2084,2.4673,-0.9668,2.1683,2.6894
3.2116,2.4627,-0.9828,1.0845,2.7008
3.2146,2.458,-0.9852,0.4506,2.7101
3.2177,2.4534,-0.9877,0.4676,2.702
3.2206,2.4489,-0.9903,0.4854,2.6943
3.2236,2.4444,-0.9929,0.5041,2.6869
3.2265,2.44,-0.9956,0.5237,2.68
3.2293,2.4356,-0.9983,0.5444,2.6734
3.2321,2.4312,-1.0012,0.5662,2.6673
3.2348,2.4269,-1.0041,0.5891,2.6617
3.2375,2.4227,-1.007,0.6133,2.6565
3.2401,2.4185,-1.0101,0.6388,2.6518
3.2427,2.4143,-1.0133,0.6657,2.6476
3.2453,2.4102,-1.0165,0.6941,2.644
3.2477,2.4062,-1.0198,0.7241,2.641
3.2502,2.4022,-1.0232,0.7559,2.6385
3.2526,2.3982,-1.0268,0.7895,2.6366
3.2549,2.3943,-1.0304,0.8251,2.6353
3.2572,2.3904,-1.0341,0.8629,2.6345
3.2595,2.3866,-1.038,0.9029,2.6342
3.2617,2.3829,-1.0419,0.9454,2.6345
3.2638,2.3792,-1.046,0.9906,2.6351
3.2659,2.3755,-1.0502,1.0387,2.6362
3.268,2.3719,-1.0546,1.0898,2.6377
3.27,2.3683,-1.0591,1.1443,2.6395
3.2719,2.3648,-1.0637,1.2024,2.6416
3.2738,2.3613,-1.0685,1.2644,2.6439
3.2757,2.3579,-1.0735,1.3307,2.6465
3.2775,2.3546,-1.0786,1.4015,2.6492
3.2792,2.3512,-1.0839,1.4774,2.6522
3.2809,2.348,-1.0894,1.5586,2.6555
3.2826,2.3447,-1.0951,1.6458,2.6591
3.2842,2.3416,-1.101,2.1879,2.6628
3.2858,2.3384,-1.1071,3.0293,2.6668
3.2873,2.3352,-1.1193,3.202,2.6709
3.2889,2.3319,-1.131,2.9789,2.6752
3.2905,2.3285,-1.142,2.775,2.6796
3.292,2.325,-1.1526,2.5885,2.6842
3.2936,2.3213,-1.1626,2.4175,2.689
3.2952,2.3176,-1.1723,2.2607,2.6939
3.2967,2.3138,-1.1815,2.1167,2.699
3.2983,2.3099,-1.1903,1.9842,2.7044
3.2998,2.3059,-1.1987,1.8621,2.7099
3.3014,2.3018,-1.2068,1.7495,2.7157
3.303,2.2976,-1.2146,1.6455,2.7217
3.3045,2.2933,-1.222,1.5493,2.7279
3.3061,2.2889,-1.2292,1.4603,2.7343
3.3077,2.2844,-1.2361,1.3777,2.7408
3.3092,2.2798,-1.2427,1.3011,2.7476
3.3108,2.2752,-1.249,1.23,2.7546
3.3123,2.2704,-1.2552,1.1638,2.7616
3.3139,2.2655,-1.2611,1.1021,2.7688
3.3155,2.2605,-1.2668,1.0447,2.776
3.317,2.2554,-1.2723,0.991,2.7832
3.3186,2.2503,-1.2776,0.9409,2.7904
3.3202,2.245,-1.2827,0.8941,2.7974
3.3217,2.2396,-1.2877,0.8502,2.8044
3.3233,2.2341,-1.2925,0.8091,2.8111
3.3248,2.2286,-1.2971,0.7706,2.8176
3.3264,2.2229,-1.3016,0.7344,2.8237
3.328,2.2171,-1.306,0.7005,2.8247
3.3295,2.2113,-1.3102,0.6685,2.8232
3.3311,2.2053,-1.3143,0.6385,2.8208
3.3327,2.1993,-1.3182,0.6101,2.8173
3.3342,2.1931,-1.3221,1.0187,2.8128
3.3358,2.1869,-1.3258,1.7778,2.816
3.3373,2.1804,-1.3401,2.02,2.8209
3.3388,2.1738,-1.3537,1.8656,2.826
3.3402,2.167,-1.3665,1.7258,2.8312
3.3415,2.1599,-1.3787,1.5988,2.8363
3.3429,2.1527,-1.3903,1.4835,2.8414
3.3441,2.1453,-1.4014,1.3784,2.8465
3.3454,2.1377,-1.4119,1.2827,2.8515
3.3465,2.1298,-1.4219,1.1953,2.8564
3.3476,2.1218,-1.4315,1.1153,2.8611
3.3487,2.1136,-1.4406,1.042,2.8654
3.3497,2.1052,-1.4493,0.9749,2.8695
3.3507,2.0966,-1.4576,0.9131,2.873
3.3517,2.0879,-1.4656,0.8564,2.8761
3.3525,2.0789,-1.4733,0.8041,2.8784
3.3534,2.0697,-1.4806,0.7558,2.88
3.3541,2.0603,-1.4877,0.7112,2.8807
3.3549,2.0507,-1.4944,0.67,2.8804
3.3556,2.041,-1.5009,0.6318,2.879
3.3562,2.031,-1.5072,0.5965,2.8764
3.3568,2.0209,-1.5132,0.5636,2.8725
3.3573,2.0105,-1.519,0.533,2.8672
3.3578,2.0,-1.5245,0.5046,2.8604
3.3582,1.9892,-1.5299,0.4781,2.8521
3.3586,1.9783,-1.5351,0.4534,2.8421
3.359,1.9671,-1.5401,0.4304,2.8304
3.3593,1.9558,-1.5449,0.4088,2.8169
3.3595,1.9443,-1.5496,0.3887,2.8013
3.3597,1.9326,-1.5541,0.3698,2.7833
3.3599,1.9207,-1.5585,0.3521,2.7631
3.36,1.9086,-1.5627,0.3355,2.741
3.36,1.8963,-1.5668,0.3185,2.7168
3.36,1.8838,-1.5708,0.3204,2.6904
3.36,1.8715,-1.5748,0.3416,2.6639
3.3599,1.8595,-1.5789,0.3631,2.6397
3.3597,1.8477,-1.5832,0.3863,2.6176
3.3595,1.8362,-1.5877,0.4116,2.5975
3.3593,1.8249,-1.5924,0.4391,2.5795
3.359,1.8139,-1.5973,0.469,2.5636
3.3586,1.8031,-1.6025,0.5017,2.5496
3.3582,1.7925,-1.6078,0.5375,2.5377
3.3578,1.7822,-1.6134,0.5766,2.5276
3.3573,1.7722,-1.6193,0.6196,2.5192
3.3568,1.7624,-1.6255,0.667,2.5126
3.3562,1.7528,-1.6319,0.7191,2.5075
3.3556,1.7435,-1.6388,0.7768,2.5039
3.3549,1.7344,-1.6459,0.8406,2.5015
3.3541,1.7255,-1.6535,0.9115,2.5003
3.3534,1.717,-1.6615,0.9904,2.5
3.3525,1.7086,-1.6699,1.0784,2.5006
3.3517,1.7005,-1.6788,1.1769,2.5018
3.3507,1.6926,-1.6883,1.2873,2.5036
3.3497,1.685,-1.6983,1.4117,2.5059
3.3487,1.6776,-1.709,1.5519,2.5085
3.3476,1.6705,-1.7204,1.7108,2.5113
3.3465,1.6636,-1.7325,1.8912,2.5144
3.3454,1.657,-1.7455,2.0968,2.5176
3.3441,1.6506,-1.7594,2.3318,2.521
3.3429,1.6444,-1.7743,2.6016,2.5245
3.3415,1.6385,-1.7903,2.9123,2.5265
3.3402,1.6329,-1.8076,3.2715,2.5286
3.3388,1.6275,-1.8263,3.6883,2.5307
3.3373,1.6223,-1.8466,4.1735,2.5329
3.3358,1.6173,-1.8686,3.8656,2.5363
3.3342,1.6127,-1.8925,2.1871,2.5432
3.3326,1.6079,-1.8987,1.1962,2.5554
3.3309,1.6031,-1.9047,1.153,2.5722
3.3292,1.5983,-1.9106,1.1117,2.5938
3.3275,1.5934,-1.9164,1.0723,2.6193
3.3257,1.5885,-1.922,1.0346,2.6478
3.3238,1.5835,-1.9274,0.9985,2.6789
3.3219,1.5785,-1.9328,0.9641,2.7118
3.32,1.5734,-1.938,0.9311,2.7463
3.318,1.5683,-1.9431,0.8996,2.7819
3.3159,1.5631,-1.948,0.8694,2.8185
3.3138,1.5579,-1.9529,0.8404,2.8558
3.3117,1.5526,-1.9577,0.8127,2.8936
3.3095,1.5473,-1.9623,0.7862,2.9319
3.3072,1.5419,-1.9669,0.7607,2.9705
3.3049,1.5365,-1.9713,0.7363,3.0093
3.3026,1.531,-1.9757,0.7129,3.0483
3.3002,1.5255,-1.98,0.6904,3.0873
3.2977,1.5199,-1.9841,0.6688,3.1264
3.2953,1.5143,-1.9882,0.6481,3.1653
3.2927,1.5087,-1.9922,0.6282,3.2042
3.2901,1.5029,-1.9961,0.6091,3.2429
3.2875,1.4972,-2.0,0.5907,3.2814
3.2848,1.4914,-2.0037,0.573,3.3196
3.2821,1.4855,-2.0074,0.556,3.3576
3.2793,1.4796,-2.011,0.5397,3.3952
3.2765,1.4736,-2.0146,0.5239,3.4325
3.2736,1.4676,-2.0181,0.5088,3.4695
3.2706,1.4616,-2.0215,0.4942,3.5061
3.2677,1.4555,-2.0248,0.4801,3.5424
3.2646,1.4493,-2.0281,0.4666,3.5781
3.2616,1.4431,-2.0313,0.792,3.6133
3.2584,1.4369,-2.0344,1.4381,3.6611
3.2552,1.4306,-2.0469,1.7386,3.7137
3.2519,1.4244,-2.0591,1.7051,3.767
3.2485,1.4181,-2.0712,1.6718,3.8207
3.245,1.4119,-2.0832,1.6387,3.875
3.2413,1.4056,-2.095,1.6057,3.9296
3.2376,1.3994,-2.1066,1.573,3.9847
3.2338,1.3931,-2.1181,1.5406,4.0403
3.2299,1.3869,-2.1294,1.5085,4.0963
3.2259,1.3806,-2.1406,1.4767,4.1526
3.2218,1.3744,-2.1516,1.4453,4.2094
3.2176,1.3681,-2.1624,1.4143,4.2664
3.2133,1.3619,-2.1731,1.3837,4.3238
3.2089,1.3556,-2.1836,1.3535,4.3813
3.2044,1.3494,-2.194,1.3237,4.439
3.1998,1.3431,-2.2042,1.2945,4.4967
3.1952,1.3369,-2.2143,1.2657,4.5542
3.1904,1.3306,-2.2242,1.2373,4.6114
3.1855,1.3244,-2.234,1.2095,4.6679
3.1805,1.3181,-2.2436,1.1822,4.7233
3.1754,1.3119,-2.2531,1.1554,4.7771
3.1703,1.3056,-2.2625,1.1291,4.8283
3.165,1.2994,-2.2717,1.1033,4.8757
3.1596,1.2931,-2.2807,1.078,4.9178
3.1541,1.2869,-2.2896,1.0533,4.9532
3.1486,1.2806,-2.2984,1.029,4.9819
3.1429,1.2744,-2.3071,1.0053,5.0074
3.1371,1.2681,-2.3156,0.9821,5.0325
3.1313,1.2619,-2.3239,0.9594,5.0578
3.1253,1.2556,-2.3322,0.9372,5.0898
3.1193,1.2494,-2.3403,0.9155,5.1213
3.1131,1.2431,-2.3483,1.0052,5.1523
3.1069,1.2369,-2.3562,1.2073,5.1838
3.1005,1.2307,-2.3679,1.3022,5.2161
3.0941,1.2245,-2.3794,1.2861,5.2485
3.0875,1.2184,-2.3909,1.2698,5.2807
3.0809,1.2124,-2.4023,1.2532,5.3127
3.0742,1.2064,-2.4136,1.2365,5.3445
3.0673,1.2004,-2.4248,1.2196,5.3762
3.0604,1.1945,-2.4359,1.2026,5.4078
3.0534,1.1886,-2.4469,1.1855,5.4393
3.0462,1.1828,-2.4577,1.1683,5.4708
3.039,1.1771,-2.4685,1.151,5.5024
3.0317,1.1713,-2.4792,1.1337,5.534
3.0243,1.1657,-2.4897,1.1163,5.5657
3.0167,1.1601,-2.5002,1.099,5.5975
3.0091,1.1545,-2.5105,1.0816,5.6294
3.0014,1.149,-2.5207,1.0643,5.6615
2.9936,1.1435,-2.5309,1.047,5.6938
2.9857,1.1381,-2.5409,1.0298,5.7262
2.9777,1.1327,-2.5508,1.0127,5.7589
2.9696,1.1274,-2.5606,0.9957,5.7917
2.9614,1.1221,-2.5703,0.9787,5.8247
2.9531,1.1169,-2.5798,0.9619,5.8579
2.9447,1.1117,-2.5893,0.9452,5.8913
2.9362,1.1066,-2.5986,0.9287,5.9249
2.9276,1.1015,-2.6079,0.9123,5.9586
2.9189,1.0965,-2.617,0.8961,5.9925
2.9101,1.0915,-2.626,0.88,6.0265
2.9012,1.0866,-2.635,0.8642,6.0607
2.8922,1.0817,-2.6438,0.8485,6.095
2.8831,1.0769,-2.6525,0.833,6.1295
2.874,1.0721,-2.6611,0.8176,6.164
2.8647,1.0673,-2.6696,4.6469,6.1987
2.8553,1.0627,-2.6779,6.5841,6.2379
2.841,1.0574,-2.7925,3.2916,6.2775
2.8216,1.0517,-2.852,1.5771,6.3175
2.7973,1.0454,-2.8881,0.871,6.3578
2.768,1.0385,-2.9124,0.5299,6.3954
2.7337,1.0312,-2.9297,0.3457,6.4235
2.6945,1.0233,-2.9428,0.2378,6.4377
2.6502,1.0148,-2.9529,0.1705,6.4373
2.601,1.0058,-2.961,0.1263,6.4239
2.5468,0.9963,-2.9677,0.0962,6.3997
2.4876,0.9862,-2.9732,0.0749,6.3671
2.4235,0.9756,-2.9779,0.0595,6.3276
2.3543,0.9645,-2.9819,0.048,6.2828
2.2802,0.9528,-2.9854,0.0393,6.2337
2.2011,0.9406,-2.9885,0.0326,6.1812
2.117,0.9279,-2.9912,0.0273,6.1259
2.028,0.9146,-2.9936,0.0231,6.0683
1.9339,0.9008,-2.9957,0.0197,6.0089
1.8349,0.8864,-2.9976,0.017,5.9479
1.7309,0.8715,-2.9994,0.0147,5.8856
1.6219,0.8561,-3.001,0.0128,5.8221
1.5079,0.8401,-3.0024,0.0113,5.7577
1.389,0.8236,-3.0037,0.0099,5.6925
1.2651,0.8066,-3.0049,0.0088,5.6266
1.1362,0.789,-3.0061,0.0079,5.56
1.0023,0.7709,-3.0071,0.007,5.4929
0.8634,0.7523,-3.0081,0.0063,5.4253
0.7196,0.7331,-3.009,0.0057,5.3559
0.5707,0.7133,-3.0098,0.0051,5.2835
0.4169,0.6931,-3.0106,0.0047,5.2091
0.2581,0.6723,-3.0113,0.0043,5.1335
0.0944,0.6509,-3.012,0.0033,5.0568
-0.0744,0.6291,-3.0127,0.0021,4.9786
-0.2382,0.6079,-3.0129,0.0017,4.899
-0.3971,0.5874,-3.0132,0.0019,4.8183
-0.551,0.5675,-3.0135,0.0021,4.7366
-0.7001,0.5484,-3.0139,0.0023,4.654
-0.8442,0.5299,-3.0142,0.0026,4.5705
-0.9833,0.5122,-3.0146,0.0029,4.4861
-1.1175,0.4951,-3.015,0.0032,4.4008
-1.2468,0.4787,-3.0154,0.0036,4.3147
-1.3712,0.4629,-3.0158,0.004,4.2278
-1.4906,0.4479,-3.0163,0.0046,4.1401
-1.6051,0.4336,-3.0169,0.0052,4.0516
-1.7147,0.4199,-3.0175,0.0059,3.9624
-1.8193,0.4069,-3.0181,0.0069,3.8725
-1.9191,0.3946,-3.0188,0.008,3.782
-2.0138,0.383,-3.0196,0.0093,3.691
-2.1037,0.372,-3.0204,0.011,3.5996
-2.1886,0.3618,-3.0214,0.0131,3.5079
-2.2686,0.3522,-3.0225,0.0157,3.4161
-2.3436,0.3433,-3.0237,0.0192,3.3244
-2.4137,0.3351,-3.0251,0.0237,3.2331
-2.4789,0.3276,-3.0267,0.0297,3.1427
-2.5392,0.3208,-3.0286,0.038,3.0538
-2.5945,0.3146,-3.0308,0.0497,2.9671
-2.6449,0.3091,-3.0335,0.0668,2.8838
-2.6903,0.3044,-3.0367,0.0926,2.8056
-2.7309,0.3003,-3.0407,0.1336,2.7348
-2.7665,0.2968,-3.0459,0.203,2.6747
-2.7971,0.2941,-3.0527,0.3299,2.6295
-2.8229,0.2921,-3.0621,0.5889,2.6033
-2.8437,0.2907,-3.076,1.2074,2.5957
-2.8595,0.29,-3.0985,2.3875,2.5976
-2.8705,0.29,3.1416,1.7925,2.6004
-2.8812,0.29,3.137,0.4428,2.6032
-2.8918,0.2901,3.1323,0.468,2.5873
-2.9021,0.2903,3.1274,0.4952,2.5732
-2.9123,0.2905,3.1224,0.5244,2.5606
-2.9222,0.2907,3.1171,0.556,2.5495
-2.932,0.291,3.1116,0.59,2.5399
-2.9416,0.2914,3.1059,0.6269,2.5318
-2.9509,0.2918,3.1,0.6668,2.525
-2.9601,0.2922,3.0938,0.7101,2.5194
-2.9691,0.2927,3.0873,0.7572,2.5151
-2.9779,0.2932,3.0806,0.8084,2.5118
-2.9865,0.2938,3.0735,0.8641,2.5094
-2.9949,0.2944,3.0662,0.925,2.508
-3.0031,0.2951,3.0585,0.9915,2.5075
-3.0111,0.2959,3.0504,1.0644,2.5077
-3.0189,0.2966,3.0419,1.1443,2.5086
-3.0265,0.2975,3.033,1.2321,2.5103
-3.0339,0.2983,3.0237,1.3288,2.5126
-3.0412,0.2993,3.0139,1.4355,2.5156
-3.0482,0.3003,3.0036,1.5534,2.5193
-3.055,0.3013,2.9927,1.6839,2.5237
-3.0617,0.3024,2.9812,1.8287,2.5288
-3.0681,0.3035,2.9691,1.9898,2.5347
-3.0744,0.3046,2.9562,2.1692,2.5415
-3.0804,0.3059,2.9426,2.3694,2.5491
-3.0863,0.3071,2.9282,2.5935,2.5576
-3.092,0.3085,2.9129,2.8446,2.5695
-3.0974,0.3098,2.8966,3.1266,2.5888
-3.1027,0.3112,2.8793,3.444,2.6128
-3.1078,0.3127,2.8608,3.8018,2.6359
-3.1127,0.3142,2.841,3.7787,2.6581
-3.1173,0.3158,2.8198,2.9179,2.6792
-3.1221,0.3174,2.8076,2.2642,2.6993
-3.127,0.3192,2.796,2.1064,2.7182
-3.132,0.3211,2.785,1.9622,2.7359
-3.1371,0.323,2.7744,1.8303,2.7523
-3.1422,0.3251,2.7643,1.7095,2.7674
-3.1475,0.3272,2.7547,1.5986,2.7812
-3.1529,0.3295,2.7455,1.4967,2.7936
-3.1584,0.3318,2.7367,1.403,2.8046
-3.1639,0.3342,2.7283,1.3167,2.8143
-3.1696,0.3368,2.7202,1.2371,2.8228
-3.1754,0.3394,2.7124,1.1635,2.83
-3.1812,0.3421,2.705,1.0955,2.8362
-3.1872,0.345,2.6978,1.0326,2.8413
-3.1932,0.3479,2.6909,0.9742,2.8456
-3.1994,0.3509,2.6843,0.92,2.8491
-3.2056,0.3541,2.6779,0.8697,2.8518
-3.212,0.3573,2.6718,0.8229,2.8538
-3.2184,0.3606,2.6659,0.7793,2.8552
-3.225,0.364,2.6602,0.7387,2.8557
-3.2316,0.3675,2.6547,0.7008,2.8554
-3.2383,0.3712,2.6494,0.6653,2.8541
-3.2452,0.3749,2.6442,0.6322,2.8519
-3.2521,0.3787,2.6393,0.6012,2.8485
-3.2591,0.3826,2.6345,0.5721,2.8439
-3.2663,0.3866,2.6299,0.5449,2.838
-3.2735,0.3907,2.6254,0.5193,2.8308
-3.2808,0.3949,2.621,0.4953,2.8223
-3.2882,0.3992,2.6168,0.4727,2.8122
-3.2958,0.4036,2.6127,0.4515,2.8006
-3.3034,0.4081,2.6087,0.4314,2.7875
-3.3111,0.4127,2.6049,0.4625,2.7728
-3.3189,0.4173,2.6012,0.561,2.7603
-3.3266,0.422,2.5956,0.631,2.7532
-3.3342,0.4267,2.5899,0.6488,2.7491
-3.3418,0.4314,2.5842,0.6673,2.7455
-3.3492,0.4361,2.5783,0.6864,2.7426
-3.3565,0.4408,2.5723,0.7061,2.7403
-3.3637,0.4455,2.5662,0.7266,2.7387
-3.3709,0.4502,2.5599,0.7477,2.7377
-3.3779,0.4548,2.5536,0.7696,2.7373
-3.3848,0.4595,2.5471,0.7922,2.7375
-3.3917,0.4642,2.5405,0.8157,2.7383
-3.3984,0.4689,2.5338,0.8399,2.7398
-3.405,0.4736,2.5269,0.865,2.7419
-3.4116,0.4783,2.5199,0.891,2.7447
-3.418,0.483,2.5128,0.9179,2.748
-3.4244,0.4877,2.5055,0.9457,2.752
-3.4306,0.4923,2.4981,0.9745,2.7567
-3.4368,0.497,2.4905,1.0043,2.7619
-3.4428,0.5017,2.4828,1.0352,2.7678
-3.4488,0.5064,2.4749,1.0671,2.7744
-3.4546,0.5111,2.4669,1.1001,2.7815
-3.4604,0.5158,2.4586,1.1343,2.7893
-3.4661,0.5205,2.4503,1.1697,2.7978
-3.4716,0.5252,2.4417,1.2063,2.8069
-3.4771,0.5298,2.433,1.2441,2.8166
-3.4825,0.5345,2.4241,1.2832,2.827
-3.4878,0.5392,2.415,1.3237,2.838
-3.4929,0.5439,2.4057,1.3655,2.8472
-3.498,0.5486,2.3962,1.4087,2.8543
-3.503,0.5533,2.3865,1.4533,2.8612
-3.5079,0.558,2.3766,1.4994,2.8685
-3.5127,0.5627,2.3665,3.4989,2.8765
-3.5173,0.5673,2.3562,7.1321,2.8854
-3.5219,0.5725,2.2957,8.1196,2.8949
-3.5263,0.578,2.2391,7.2925,2.9051
-3.5305,0.584,2.1864,6.5214,2.916
-3.5346,0.5905,2.1375,5.8149,2.9276
-3.5386,0.5974,2.0922,5.1762,2.9401
-3.5424,0.6047,2.0503,4.6042,2.9534
-3.5461,0.6125,2.0115,4.0957,2.9675
-3.5496,0.6207,1.9757,3.6458,2.9825
-3.5529,0.6293,1.9425,3.2491,2.9984
-3.5562,0.6384,1.9118,2.9,3.0152
-3.5592,0.6479,1.8833,2.5931,3.0329
-3.5622,0.6579,1.8568,2.3233,3.0515
-3.565,0.6683,1.8323,2.086,3.071
-3.5676,0.6791,1.8094,1.8771,3.0915
-3.5701,0.6904,1.7881,1.693,3.1128
-3.5724,0.7021,1.7682,1.5304,3.135
-3.5746,0.7143,1.7496,1.3866,3.1581
-3.5767,0.7269,1.7322,1.2591,3.1819
-3.5786,0.7399,1.7158,1.1459,3.2063
-3.5803,0.7534,1.7005,1.0452,3.2312
-3.5819,0.7673,1.6861,0.9554,3.2565
-3.5834,0.7817,1.6725,0.8751,3.2819
-3.5847,0.7964,1.6597,0.8031,3.3073
-3.5859,0.8117,1.6476,0.7385,3.3325
-3.5869,0.8274,1.6361,0.6804,3.3572
-3.5878,0.8435,1.6253,0.6281,3.3812
-3.5885,0.86,1.615,0.5808,3.3987
-3.5891,0.877,1.6053,0.5379,3.4078
-3.5896,0.8944,1.596,0.4991,3.4129
-3.5899,0.9123,1.5872,0.4638,3.4163
-3.59,0.9306,1.5788,0.3579,3.4178
-3.59,0.9494,1.5708,0.2149,3.4107
-3.59,0.9676,1.5681,0.1565,3.3836
